x,y,z
2.456247e+00,4.913476e+00,2.301706e+01
2.480733e+00,4.920921e+00,2.296789e+01
2.505052e+00,4.928601e+00,2.291898e+01
2.529206e+00,4.936520e+00,2.287035e+01
2.553199e+00,4.944677e+00,2.282198e+01
2.577037e+00,4.953072e+00,2.277388e+01
2.600721e+00,4.961706e+00,2.272605e+01
2.624258e+00,4.970581e+00,2.267848e+01
2.647649e+00,4.979695e+00,2.263118e+01
2.670900e+00,4.989051e+00,2.258415e+01
2.694013e+00,4.998648e+00,2.253739e+01
2.716994e+00,5.008487e+00,2.249088e+01
2.739845e+00,5.018568e+00,2.244465e+01
2.762569e+00,5.028891e+00,2.239868e+01
2.785172e+00,5.039458e+00,2.235298e+01
2.807656e+00,5.050268e+00,2.230754e+01
2.830026e+00,5.061323e+00,2.226236e+01
2.852283e+00,5.072621e+00,2.221745e+01
2.874434e+00,5.084164e+00,2.217280e+01
2.896479e+00,5.095953e+00,2.212842e+01
2.918424e+00,5.107986e+00,2.208431e+01
2.940272e+00,5.120266e+00,2.204046e+01
2.962025e+00,5.132791e+00,2.199687e+01
2.983688e+00,5.145563e+00,2.195355e+01
3.005264e+00,5.158582e+00,2.191049e+01
3.026756e+00,5.171847e+00,2.186770e+01
3.048167e+00,5.185360e+00,2.182517e+01
3.069500e+00,5.199120e+00,2.178291e+01
3.090760e+00,5.213129e+00,2.174091e+01
3.111949e+00,5.227385e+00,2.169918e+01
3.133070e+00,5.241890e+00,2.165772e+01
3.154126e+00,5.256643e+00,2.161652e+01
3.175121e+00,5.271645e+00,2.157559e+01
3.196058e+00,5.286896e+00,2.153493e+01
3.216939e+00,5.302397e+00,2.149453e+01
3.237768e+00,5.318147e+00,2.145440e+01
3.258548e+00,5.334147e+00,2.141454e+01
3.279281e+00,5.350397e+00,2.137496e+01
3.299971e+00,5.366897e+00,2.133564e+01
3.320620e+00,5.383648e+00,2.129659e+01
3.341232e+00,5.400649e+00,2.125781e+01
3.361810e+00,5.417901e+00,2.121930e+01
3.382355e+00,5.435404e+00,2.118107e+01
3.402872e+00,5.453158e+00,2.114310e+01
3.423362e+00,5.471164e+00,2.110542e+01
3.443829e+00,5.489421e+00,2.106800e+01
3.464275e+00,5.507930e+00,2.103086e+01
3.484703e+00,5.526691e+00,2.099400e+01
3.505115e+00,5.545705e+00,2.095741e+01
3.525515e+00,5.564970e+00,2.092110e+01
3.545905e+00,5.584488e+00,2.088507e+01
3.566288e+00,5.604259e+00,2.084932e+01
3.586666e+00,5.624283e+00,2.081385e+01
3.607041e+00,5.644559e+00,2.077866e+01
3.627417e+00,5.665089e+00,2.074375e+01
3.647795e+00,5.685872e+00,2.070913e+01
3.668179e+00,5.706908e+00,2.067478e+01
3.688571e+00,5.728198e+00,2.064073e+01
3.708972e+00,5.749742e+00,2.060696e+01
3.729387e+00,5.771540e+00,2.057348e+01
3.749816e+00,5.793592e+00,2.054028e+01
3.770263e+00,5.815898e+00,2.050738e+01
3.790730e+00,5.838459e+00,2.047477e+01
3.811219e+00,5.861274e+00,2.044244e+01
3.831732e+00,5.884343e+00,2.041042e+01
3.852272e+00,5.907667e+00,2.037868e+01
3.872840e+00,5.931247e+00,2.034725e+01
3.893440e+00,5.955081e+00,2.031611e+01
3.914074e+00,5.979170e+00,2.028527e+01
3.934743e+00,6.003515e+00,2.025472e+01
3.955450e+00,6.028114e+00,2.022449e+01
3.976197e+00,6.052970e+00,2.019455e+01
3.996986e+00,6.078081e+00,2.016492e+01
4.017820e+00,6.103447e+00,2.013559e+01
4.038699e+00,6.129069e+00,2.010657e+01
4.059628e+00,6.154947e+00,2.007786e+01
4.080607e+00,6.181081e+00,2.004947e+01
4.101638e+00,6.207471e+00,2.002138e+01
4.122724e+00,6.234117e+00,1.999361e+01
4.143866e+00,6.261019e+00,1.996615e+01
4.165068e+00,6.288177e+00,1.993901e+01
4.186329e+00,6.315592e+00,1.991219e+01
4.207654e+00,6.343263e+00,1.988569e+01
4.229042e+00,6.371190e+00,1.985951e+01
4.250497e+00,6.399373e+00,1.983366e+01
4.272020e+00,6.427813e+00,1.980814e+01
4.293614e+00,6.456509e+00,1.978294e+01
4.315279e+00,6.485462e+00,1.975807e+01
4.337018e+00,6.514671e+00,1.973354e+01
4.358832e+00,6.544136e+00,1.970934e+01
4.380725e+00,6.573858e+00,1.968547e+01
4.402696e+00,6.603836e+00,1.966194e+01
4.424748e+00,6.634070e+00,1.963876e+01
4.446883e+00,6.664560e+00,1.961591e+01
4.469102e+00,6.695307e+00,1.959341e+01
4.491407e+00,6.726309e+00,1.957126e+01
4.513801e+00,6.757568e+00,1.954945e+01
4.536283e+00,6.789082e+00,1.952800e+01
4.558857e+00,6.820853e+00,1.950690e+01
4.581524e+00,6.852878e+00,1.948616e+01
4.604285e+00,6.885160e+00,1.946577e+01
4.627142e+00,6.917696e+00,1.944574e+01
4.650096e+00,6.950488e+00,1.942608e+01
4.673150e+00,6.983534e+00,1.940678e+01
4.696305e+00,7.016835e+00,1.938784e+01
4.719561e+00,7.050391e+00,1.936928e+01
4.742922e+00,7.084201e+00,1.935109e+01
4.766387e+00,7.118265e+00,1.933328e+01
4.789960e+00,7.152582e+00,1.931584e+01
4.813640e+00,7.187153e+00,1.929878e+01
4.837430e+00,7.221977e+00,1.928211e+01
4.861332e+00,7.257053e+00,1.926582e+01
4.885345e+00,7.292382e+00,1.924991e+01
4.909473e+00,7.327963e+00,1.923440e+01
4.933716e+00,7.363795e+00,1.921928e+01
4.958075e+00,7.399878e+00,1.920456e+01
4.982552e+00,7.436212e+00,1.919024e+01
5.007149e+00,7.472796e+00,1.917632e+01
5.031865e+00,7.509629e+00,1.916280e+01
5.056704e+00,7.546711e+00,1.914969e+01
5.081666e+00,7.584042e+00,1.913699e+01
5.106752e+00,7.621621e+00,1.912471e+01
5.131964e+00,7.659447e+00,1.911284e+01
5.157302e+00,7.697519e+00,1.910139e+01
5.182769e+00,7.735837e+00,1.909036e+01
5.208364e+00,7.774400e+00,1.907976e+01
5.234090e+00,7.813208e+00,1.906959e+01
5.259947e+00,7.852259e+00,1.905985e+01
5.285936e+00,7.891552e+00,1.905054e+01
5.312059e+00,7.931088e+00,1.904168e+01
5.338317e+00,7.970864e+00,1.903325e+01
5.364711e+00,8.010880e+00,1.902527e+01
5.391241e+00,8.051136e+00,1.901773e+01
5.417909e+00,8.091629e+00,1.901065e+01
5.444716e+00,8.132359e+00,1.900402e+01
5.471662e+00,8.173325e+00,1.899786e+01
5.498749e+00,8.214525e+00,1.899215e+01
5.525978e+00,8.255959e+00,1.898690e+01
5.553349e+00,8.297625e+00,1.898213e+01
5.580864e+00,8.339522e+00,1.897783e+01
5.608523e+00,8.381649e+00,1.897400e+01
5.636327e+00,8.424004e+00,1.897065e+01
5.664276e+00,8.466585e+00,1.896778e+01
5.692373e+00,8.509392e+00,1.896540e+01
5.720617e+00,8.552422e+00,1.896351e+01
5.749009e+00,8.595675e+00,1.896212e+01
5.777551e+00,8.639148e+00,1.896122e+01
5.806242e+00,8.682840e+00,1.896082e+01
5.835083e+00,8.726749e+00,1.896092e+01
5.864075e+00,8.770874e+00,1.896154e+01
5.893219e+00,8.815211e+00,1.896266e+01
5.922515e+00,8.859761e+00,1.896430e+01
5.951964e+00,8.904519e+00,1.896646e+01
5.981566e+00,8.949485e+00,1.896915e+01
6.011323e+00,8.994657e+00,1.897236e+01
6.041233e+00,9.040031e+00,1.897610e+01
6.071299e+00,9.085607e+00,1.898038e+01
6.101520e+00,9.131381e+00,1.898520e+01
6.131896e+00,9.177351e+00,1.899056e+01
6.162429e+00,9.223515e+00,1.899647e+01
6.193118e+00,9.269871e+00,1.900293e+01
6.223964e+00,9.316415e+00,1.900994e+01
6.254967e+00,9.363145e+00,1.901751e+01
6.286128e+00,9.410058e+00,1.902565e+01
6.317446e+00,9.457151e+00,1.903435e+01
6.348922e+00,9.504423e+00,1.904362e+01
6.380556e+00,9.551868e+00,1.905347e+01
6.412348e+00,9.599486e+00,1.906390e+01
6.444299e+00,9.647271e+00,1.907491e+01
6.476408e+00,9.695222e+00,1.908650e+01
6.508675e+00,9.743334e+00,1.909869e+01
6.541101e+00,9.791605e+00,1.911148e+01
6.573685e+00,9.840031e+00,1.912486e+01
6.606428e+00,9.888609e+00,1.913885e+01
6.639329e+00,9.937334e+00,1.915345e+01
6.672388e+00,9.986203e+00,1.916865e+01
6.705605e+00,1.003521e+01,1.918448e+01
6.738980e+00,1.008436e+01,1.920092e+01
6.772512e+00,1.013364e+01,1.921799e+01
6.806202e+00,1.018304e+01,1.923569e+01
6.840049e+00,1.023257e+01,1.925402e+01
6.874052e+00,1.028222e+01,1.927298e+01
6.908212e+00,1.033199e+01,1.929259e+01
6.942528e+00,1.038186e+01,1.931284e+01
6.976999e+00,1.043184e+01,1.933374e+01
7.011625e+00,1.048192e+01,1.935530e+01
7.046405e+00,1.053210e+01,1.937751e+01
7.081338e+00,1.058237e+01,1.940038e+01
7.116425e+00,1.063273e+01,1.942392e+01
7.151664e+00,1.068317e+01,1.944812e+01
7.187055e+00,1.073368e+01,1.947300e+01
7.222596e+00,1.078427e+01,1.949855e+01
7.258288e+00,1.083492e+01,1.952479e+01
7.294129e+00,1.088563e+01,1.955171e+01
7.330118e+00,1.093639e+01,1.957932e+01
7.366254e+00,1.098720e+01,1.960762e+01
7.402536e+00,1.103805e+01,1.963661e+01
7.438964e+00,1.108894e+01,1.966631e+01
7.475536e+00,1.113986e+01,1.969671e+01
7.512250e+00,1.119081e+01,1.972781e+01
7.549106e+00,1.124176e+01,1.975963e+01
7.586103e+00,1.129273e+01,1.979216e+01
7.623238e+00,1.134371e+01,1.982541e+01
7.660512e+00,1.139468e+01,1.985938e+01
7.697921e+00,1.144564e+01,1.989407e+01
7.735466e+00,1.149658e+01,1.992949e+01
7.773143e+00,1.154750e+01,1.996564e+01
7.810952e+00,1.159839e+01,2.000253e+01
7.848891e+00,1.164924e+01,2.004015e+01
7.886959e+00,1.170004e+01,2.007852e+01
7.925152e+00,1.175079e+01,2.011762e+01
7.963471e+00,1.180147e+01,2.015748e+01
8.001912e+00,1.185209e+01,2.019808e+01
8.040474e+00,1.190263e+01,2.023943e+01
8.079154e+00,1.195308e+01,2.028154e+01
8.117951e+00,1.200344e+01,2.032441e+01
8.156863e+00,1.205369e+01,2.036803e+01
8.195887e+00,1.210383e+01,2.041242e+01
8.235021e+00,1.215385e+01,2.045757e+01
8.274263e+00,1.220375e+01,2.050349e+01
8.313610e+00,1.225350e+01,2.055017e+01
8.353060e+00,1.230310e+01,2.059763e+01
8.392610e+00,1.235255e+01,2.064586e+01
8.432258e+00,1.240184e+01,2.069486e+01
8.472001e+00,1.245095e+01,2.074464e+01
8.511836e+00,1.249987e+01,2.079519e+01
8.551760e+00,1.254859e+01,2.084652e+01
8.591772e+00,1.259712e+01,2.089864e+01
8.631866e+00,1.264542e+01,2.095153e+01
8.672042e+00,1.269351e+01,2.100520e+01
8.712295e+00,1.274135e+01,2.105966e+01
8.752622e+00,1.278895e+01,2.111490e+01
8.793020e+00,1.283630e+01,2.117092e+01
8.833486e+00,1.288337e+01,2.122772e+01
8.874017e+00,1.293017e+01,2.128531e+01
8.914608e+00,1.297668e+01,2.134369e+01
8.955257e+00,1.302289e+01,2.140284e+01
8.995960e+00,1.306879e+01,2.146279e+01
9.036712e+00,1.311437e+01,2.152351e+01
9.077511e+00,1.315961e+01,2.158501e+01
9.118353e+00,1.320451e+01,2.164730e+01
9.159233e+00,1.324905e+01,2.171037e+01
9.200148e+00,1.329322e+01,2.177421e+01
9.241093e+00,1.333701e+01,2.183884e+01
9.282065e+00,1.338042e+01,2.190424e+01
9.323059e+00,1.342341e+01,2.197041e+01
9.364071e+00,1.346599e+01,2.203736e+01
9.405096e+00,1.350815e+01,2.210507e+01
9.446130e+00,1.354986e+01,2.217355e+01
9.487169e+00,1.359112e+01,2.224280e+01
9.528207e+00,1.363191e+01,2.231281e+01
9.569241e+00,1.367223e+01,2.238357e+01
9.610266e+00,1.371205e+01,2.245509e+01
9.651275e+00,1.375137e+01,2.252736e+01
9.692266e+00,1.379018e+01,2.260038e+01
9.733232e+00,1.382846e+01,2.267414e+01
9.774169e+00,1.386619e+01,2.274864e+01
9.815071e+00,1.390338e+01,2.282387e+01
9.855933e+00,1.393999e+01,2.289984e+01
9.896750e+00,1.397603e+01,2.297652e+01
9.937517e+00,1.401147e+01,2.305393e+01
9.978227e+00,1.404630e+01,2.313205e+01
1.001888e+01,1.408052e+01,2.321087e+01
1.005946e+01,1.411410e+01,2.329039e+01
1.009997e+01,1.414704e+01,2.337061e+01
1.014040e+01,1.417931e+01,2.345152e+01
1.018074e+01,1.421092e+01,2.353310e+01
1.022100e+01,1.424184e+01,2.361536e+01
1.026116e+01,1.427206e+01,2.369828e+01
1.030122e+01,1.430157e+01,2.378186e+01
1.034116e+01,1.433036e+01,2.386609e+01
1.038100e+01,1.435841e+01,2.395096e+01
1.042071e+01,1.438570e+01,2.403646e+01
1.046029e+01,1.441224e+01,2.412258e+01
1.049975e+01,1.443799e+01,2.420931e+01
1.053906e+01,1.446296e+01,2.429665e+01
1.057822e+01,1.448712e+01,2.438458e+01
1.061723e+01,1.451047e+01,2.447309e+01
1.065608e+01,1.453299e+01,2.456218e+01
1.069477e+01,1.455467e+01,2.465182e+01
1.073328e+01,1.457549e+01,2.474201e+01
1.077161e+01,1.459545e+01,2.483274e+01
1.080976e+01,1.461453e+01,2.492400e+01
1.084770e+01,1.463272e+01,2.501577e+01
1.088545e+01,1.465001e+01,2.510804e+01
1.092299e+01,1.466638e+01,2.520080e+01
1.096032e+01,1.468182e+01,2.529404e+01
1.099742e+01,1.469632e+01,2.538773e+01
1.103429e+01,1.470988e+01,2.548187e+01
1.107093e+01,1.472247e+01,2.557645e+01
1.110732e+01,1.473409e+01,2.567144e+01
1.114346e+01,1.474473e+01,2.576684e+01
1.117935e+01,1.475437e+01,2.586263e+01
1.121496e+01,1.476301e+01,2.595879e+01
1.125030e+01,1.477062e+01,2.605531e+01
1.128537e+01,1.477722e+01,2.615217e+01
1.132014e+01,1.478277e+01,2.624936e+01
1.135462e+01,1.478728e+01,2.634686e+01
1.138879e+01,1.479074e+01,2.644464e+01
1.142265e+01,1.479313e+01,2.654271e+01
1.145620e+01,1.479444e+01,2.664103e+01
1.148941e+01,1.479467e+01,2.673959e+01
1.152230e+01,1.479381e+01,2.683838e+01
1.155484e+01,1.479185e+01,2.693737e+01
1.158704e+01,1.478878e+01,2.703654e+01
1.161887e+01,1.478460e+01,2.713588e+01
1.165035e+01,1.477929e+01,2.723537e+01
1.168145e+01,1.477285e+01,2.733499e+01
1.171217e+01,1.476528e+01,2.743471e+01
1.174251e+01,1.475656e+01,2.753453e+01
1.177245e+01,1.474670e+01,2.763442e+01
1.180199e+01,1.473567e+01,2.773435e+01
1.183112e+01,1.472349e+01,2.783431e+01
1.185984e+01,1.471015e+01,2.793428e+01
1.188813e+01,1.469563e+01,2.803424e+01
1.191599e+01,1.467994e+01,2.813417e+01
1.194340e+01,1.466307e+01,2.823404e+01
1.197038e+01,1.464502e+01,2.833383e+01
1.199689e+01,1.462579e+01,2.843353e+01
1.202295e+01,1.460537e+01,2.853311e+01
1.204854e+01,1.458376e+01,2.863255e+01
1.207365e+01,1.456096e+01,2.873182e+01
1.209828e+01,1.453696e+01,2.883091e+01
1.212242e+01,1.451178e+01,2.892979e+01
1.214607e+01,1.448540e+01,2.902845e+01
1.216921e+01,1.445782e+01,2.912685e+01
1.219184e+01,1.442906e+01,2.922498e+01
1.221395e+01,1.439910e+01,2.932281e+01
1.223554e+01,1.436795e+01,2.942032e+01
1.225660e+01,1.433560e+01,2.951749e+01
1.227712e+01,1.430208e+01,2.961430e+01
1.229709e+01,1.426736e+01,2.971072e+01
1.231652e+01,1.423147e+01,2.980673e+01
1.233539e+01,1.419440e+01,2.990230e+01
1.235370e+01,1.415615e+01,2.999743e+01
1.237144e+01,1.411674e+01,3.009207e+01
1.238860e+01,1.407616e+01,3.018622e+01
1.240519e+01,1.403442e+01,3.027984e+01
1.242119e+01,1.399152e+01,3.037292e+01
1.243659e+01,1.394749e+01,3.046543e+01
1.245140e+01,1.390231e+01,3.055735e+01
1.246561e+01,1.385600e+01,3.064865e+01
1.247921e+01,1.380857e+01,3.073933e+01
1.249219e+01,1.376002e+01,3.082934e+01
1.250456e+01,1.371036e+01,3.091868e+01
1.251631e+01,1.365960e+01,3.100732e+01
1.252743e+01,1.360776e+01,3.109524e+01
1.253791e+01,1.355484e+01,3.118241e+01
1.254776e+01,1.350085e+01,3.126882e+01
1.255697e+01,1.344581e+01,3.135445e+01
1.256554e+01,1.338972e+01,3.143927e+01
1.257346e+01,1.333260e+01,3.152326e+01
1.258072e+01,1.327446e+01,3.160641e+01
1.258733e+01,1.321532e+01,3.168869e+01
1.259328e+01,1.315518e+01,3.177009e+01
1.259857e+01,1.309406e+01,3.185058e+01
1.260319e+01,1.303197e+01,3.193015e+01
1.260714e+01,1.296893e+01,3.200877e+01
1.261042e+01,1.290496e+01,3.208643e+01
1.261303e+01,1.284006e+01,3.216311e+01
1.261496e+01,1.277426e+01,3.223879e+01
1.261622e+01,1.270758e+01,3.231346e+01
1.261679e+01,1.264002e+01,3.238709e+01
1.261668e+01,1.257160e+01,3.245967e+01
1.261589e+01,1.250235e+01,3.253119e+01
1.261441e+01,1.243227e+01,3.260162e+01
1.261224e+01,1.236139e+01,3.267096e+01
1.260939e+01,1.228973e+01,3.273918e+01
1.260585e+01,1.221730e+01,3.280628e+01
1.260162e+01,1.214413e+01,3.287223e+01
1.259670e+01,1.207023e+01,3.293703e+01
1.259109e+01,1.199561e+01,3.300065e+01
1.258479e+01,1.192031e+01,3.306310e+01
1.257780e+01,1.184434e+01,3.312434e+01
1.257012e+01,1.176773e+01,3.318438e+01
1.256175e+01,1.169048e+01,3.324320e+01
1.255270e+01,1.161262e+01,3.330079e+01
1.254295e+01,1.153418e+01,3.335713e+01
1.253252e+01,1.145517e+01,3.341222e+01
1.252141e+01,1.137562e+01,3.346605e+01
1.250961e+01,1.129555e+01,3.351861e+01
1.249713e+01,1.121497e+01,3.356989e+01
1.248396e+01,1.113391e+01,3.361988e+01
1.247013e+01,1.105239e+01,3.366857e+01
1.245561e+01,1.097043e+01,3.371596e+01
1.244042e+01,1.088806e+01,3.376204e+01
1.242456e+01,1.080530e+01,3.380680e+01
1.240804e+01,1.072217e+01,3.385024e+01
1.239085e+01,1.063868e+01,3.389234e+01
1.237300e+01,1.055487e+01,3.393312e+01
1.235449e+01,1.047076e+01,3.397256e+01
1.233532e+01,1.038636e+01,3.401065e+01
1.231551e+01,1.030171e+01,3.404740e+01
1.229505e+01,1.021682e+01,3.408281e+01
1.227395e+01,1.013171e+01,3.411686e+01
1.225221e+01,1.004640e+01,3.414956e+01
1.222983e+01,9.960929e+00,3.418091e+01
1.220683e+01,9.875306e+00,3.421091e+01
1.218320e+01,9.789555e+00,3.423954e+01
1.215896e+01,9.703698e+00,3.426683e+01
1.213410e+01,9.617758e+00,3.429276e+01
1.210863e+01,9.531756e+00,3.431734e+01
1.208256e+01,9.445713e+00,3.434057e+01
1.205590e+01,9.359651e+00,3.436245e+01
1.202864e+01,9.273591e+00,3.438298e+01
1.200080e+01,9.187554e+00,3.440217e+01
1.197238e+01,9.101560e+00,3.442002e+01
1.194338e+01,9.015632e+00,3.443653e+01
1.191382e+01,8.929788e+00,3.445172e+01
1.188371e+01,8.844050e+00,3.446557e+01
1.185303e+01,8.758437e+00,3.447810e+01
1.182182e+01,8.672969e+00,3.448932e+01
1.179006e+01,8.587666e+00,3.449922e+01
1.175777e+01,8.502548e+00,3.450782e+01
1.172496e+01,8.417632e+00,3.451512e+01
1.169163e+01,8.332939e+00,3.452114e+01
1.165779e+01,8.248487e+00,3.452586e+01
1.162344e+01,8.164294e+00,3.452932e+01
1.158861e+01,8.080378e+00,3.453151e+01
1.155328e+01,7.996757e+00,3.453243e+01
1.151748e+01,7.913449e+00,3.453211e+01
1.148120e+01,7.830469e+00,3.453055e+01
1.144447e+01,7.747836e+00,3.452776e+01
1.140727e+01,7.665565e+00,3.452375e+01
1.136963e+01,7.583674e+00,3.451852e+01
1.133156e+01,7.502177e+00,3.451210e+01
1.129305e+01,7.421090e+00,3.450448e+01
1.125412e+01,7.340429e+00,3.449569e+01
1.121478e+01,7.260208e+00,3.448573e+01
1.117503e+01,7.180441e+00,3.447462e+01
1.113489e+01,7.101143e+00,3.446235e+01
1.109436e+01,7.022328e+00,3.444896e+01
1.105345e+01,6.944009e+00,3.443445e+01
1.101217e+01,6.866199e+00,3.441883e+01
1.097054e+01,6.788910e+00,3.440211e+01
1.092854e+01,6.712156e+00,3.438431e+01
1.088621e+01,6.635947e+00,3.436544e+01
1.084354e+01,6.560297e+00,3.434551e+01
1.080055e+01,6.485215e+00,3.432454e+01
1.075724e+01,6.410713e+00,3.430254e+01
1.071362e+01,6.336801e+00,3.427952e+01
1.066971e+01,6.263490e+00,3.425550e+01
1.062550e+01,6.190789e+00,3.423049e+01
1.058101e+01,6.118707e+00,3.420450e+01
1.053626e+01,6.047254e+00,3.417755e+01
1.049124e+01,5.976439e+00,3.414966e+01
1.044596e+01,5.906269e+00,3.412083e+01
1.040045e+01,5.836753e+00,3.409108e+01
1.035469e+01,5.767898e+00,3.406042e+01
1.030871e+01,5.699712e+00,3.402888e+01
1.026252e+01,5.632201e+00,3.399645e+01
1.021611e+01,5.565372e+00,3.396317e+01
1.016950e+01,5.499232e+00,3.392903e+01
1.012271e+01,5.433785e+00,3.389407e+01
1.007573e+01,5.369038e+00,3.385828e+01
1.002858e+01,5.304996e+00,3.382169e+01
9.981260e+00,5.241663e+00,3.378430e+01
9.933787e+00,5.179045e+00,3.374615e+01
9.886168e+00,5.117145e+00,3.370723e+01
9.838410e+00,5.055967e+00,3.366756e+01
9.790522e+00,4.995514e+00,3.362715e+01
9.742512e+00,4.935791e+00,3.358603e+01
9.694390e+00,4.876800e+00,3.354421e+01
9.646163e+00,4.818543e+00,3.350169e+01
9.597840e+00,4.761023e+00,3.345850e+01
9.549430e+00,4.704242e+00,3.341464e+01
9.500939e+00,4.648201e+00,3.337014e+01
9.452378e+00,4.592903e+00,3.332500e+01
9.403753e+00,4.538348e+00,3.327924e+01
9.355072e+00,4.484537e+00,3.323287e+01
9.306345e+00,4.431472e+00,3.318590e+01
9.257577e+00,4.379151e+00,3.313836e+01
9.208779e+00,4.327576e+00,3.309025e+01
9.159956e+00,4.276746e+00,3.304159e+01
9.111117e+00,4.226661e+00,3.299238e+01
9.062269e+00,4.177320e+00,3.294265e+01
9.013420e+00,4.128722e+00,3.289241e+01
8.964578e+00,4.080867e+00,3.284166e+01
8.915749e+00,4.033753e+00,3.279042e+01
8.866940e+00,3.987379e+00,3.273871e+01
8.818160e+00,3.941742e+00,3.268653e+01
8.769414e+00,3.896842e+00,3.263390e+01
8.720711e+00,3.852675e+00,3.258083e+01
8.672056e+00,3.809239e+00,3.252734e+01
8.623457e+00,3.766533e+00,3.247343e+01
8.574920e+00,3.724552e+00,3.241911e+01
8.526451e+00,3.683295e+00,3.236440e+01
8.478059e+00,3.642759e+00,3.230932e+01
8.429748e+00,3.602940e+00,3.225386e+01
8.381525e+00,3.563834e+00,3.219804e+01
8.333396e+00,3.525439e+00,3.214188e+01
8.285367e+00,3.487750e+00,3.208538e+01
8.237445e+00,3.450764e+00,3.202856e+01
8.189636e+00,3.414477e+00,3.197142e+01
8.141944e+00,3.378885e+00,3.191397e+01
8.094376e+00,3.343983e+00,3.185623e+01
8.046938e+00,3.309768e+00,3.179821e+01
7.999635e+00,3.276234e+00,3.173991e+01
7.952472e+00,3.243378e+00,3.168135e+01
7.905455e+00,3.211194e+00,3.162253e+01
7.858588e+00,3.179679e+00,3.156347e+01
7.811878e+00,3.148826e+00,3.150417e+01
7.765329e+00,3.118631e+00,3.144465e+01
7.718946e+00,3.089089e+00,3.138491e+01
7.672734e+00,3.060195e+00,3.132496e+01
7.626697e+00,3.031944e+00,3.126480e+01
7.580840e+00,3.004330e+00,3.120446e+01
7.535168e+00,2.977348e+00,3.114393e+01
7.489685e+00,2.950993e+00,3.108323e+01
7.444396e+00,2.925260e+00,3.102236e+01
7.399304e+00,2.900142e+00,3.096134e+01
7.354414e+00,2.875634e+00,3.090016e+01
7.309729e+00,2.851731e+00,3.083883e+01
7.265255e+00,2.828426e+00,3.077738e+01
7.220994e+00,2.805715e+00,3.071579e+01
7.176951e+00,2.783592e+00,3.065408e+01
7.133128e+00,2.762050e+00,3.059226e+01
7.089530e+00,2.741084e+00,3.053033e+01
7.046160e+00,2.720688e+00,3.046830e+01
7.003022e+00,2.700856e+00,3.040617e+01
6.960118e+00,2.681583e+00,3.034396e+01
6.917452e+00,2.662863e+00,3.028167e+01
6.875027e+00,2.644689e+00,3.021930e+01
6.832847e+00,2.627056e+00,3.015687e+01
6.790913e+00,2.609958e+00,3.009437e+01
6.749228e+00,2.593389e+00,3.003181e+01
6.707797e+00,2.577343e+00,2.996921e+01
6.666620e+00,2.561814e+00,2.990656e+01
6.625701e+00,2.546797e+00,2.984386e+01
6.585043e+00,2.532285e+00,2.978114e+01
6.544647e+00,2.518272e+00,2.971838e+01
6.504516e+00,2.504754e+00,2.965561e+01
6.464653e+00,2.491723e+00,2.959281e+01
6.425058e+00,2.479174e+00,2.952999e+01
6.385736e+00,2.467102e+00,2.946717e+01
6.346686e+00,2.455500e+00,2.940435e+01
6.307912e+00,2.444363e+00,2.934152e+01
6.269416e+00,2.433685e+00,2.927870e+01
6.231198e+00,2.423461e+00,2.921588e+01
6.193262e+00,2.413684e+00,2.915308e+01
6.155607e+00,2.404349e+00,2.909030e+01
6.118237e+00,2.395450e+00,2.902754e+01
6.081152e+00,2.386983e+00,2.896480e+01
6.044354e+00,2.378940e+00,2.890209e+01
6.007844e+00,2.371318e+00,2.883941e+01
5.971624e+00,2.364110e+00,2.877677e+01
5.935694e+00,2.357311e+00,2.871417e+01
5.900057e+00,2.350915e+00,2.865162e+01
5.864712e+00,2.344918e+00,2.858911e+01
5.829661e+00,2.339314e+00,2.852665e+01
5.794905e+00,2.334097e+00,2.846424e+01
5.760445e+00,2.329263e+00,2.840189e+01
5.726282e+00,2.324807e+00,2.833960e+01
5.692416e+00,2.320723e+00,2.827737e+01
5.658848e+00,2.317006e+00,2.821521e+01
5.625579e+00,2.313651e+00,2.815312e+01
5.592610e+00,2.310654e+00,2.809109e+01
5.559940e+00,2.308009e+00,2.802914e+01
5.527571e+00,2.305712e+00,2.796727e+01
5.495503e+00,2.303758e+00,2.790547e+01
5.463737e+00,2.302142e+00,2.784376e+01
5.432272e+00,2.300860e+00,2.778213e+01
5.401108e+00,2.299906e+00,2.772059e+01
5.370248e+00,2.299277e+00,2.765913e+01
5.339689e+00,2.298967e+00,2.759777e+01
5.309433e+00,2.298973e+00,2.753650e+01
5.279480e+00,2.299290e+00,2.747532e+01
5.249829e+00,2.299913e+00,2.741424e+01
5.220482e+00,2.300839e+00,2.735326e+01
5.191437e+00,2.302062e+00,2.729238e+01
5.162694e+00,2.303580e+00,2.723160e+01
5.134254e+00,2.305388e+00,2.717093e+01
5.106117e+00,2.307481e+00,2.711037e+01
5.078281e+00,2.309857e+00,2.704991e+01
5.050748e+00,2.312510e+00,2.698956e+01
5.023517e+00,2.315437e+00,2.692932e+01
4.996586e+00,2.318635e+00,2.686920e+01
4.969957e+00,2.322099e+00,2.680919e+01
4.943629e+00,2.325826e+00,2.674930e+01
4.917601e+00,2.329812e+00,2.668953e+01
4.891873e+00,2.334054e+00,2.662987e+01
4.866445e+00,2.338548e+00,2.657034e+01
4.841315e+00,2.343291e+00,2.651092e+01
